2023-07/20/-16:39:23.554   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=270, rssi=96, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628101D4750, voltage=3780, quantity=50, warningcode=0, sensornum=3, temp1=23.0, temp2=20.75, temp3=23.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:51:36.270   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=868, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F134C50, voltage=3630, quantity=32, warningcode=0, sensornum=3, temp1=35.31, temp2=35.37, temp3=34.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:51:36.270   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=868, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F134C50, voltage=3630, quantity=32, warningcode=0, sensornum=3, temp1=35.31, temp2=35.37, temp3=34.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:51:36.281   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=868, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F134C50, voltage=3630, quantity=32, warningcode=0, sensornum=3, temp1=35.31, temp2=35.37, temp3=34.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:51:50.325   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=871, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628131D4550, voltage=3736, quantity=45, warningcode=0, sensornum=3, temp1=35.68, temp2=35.56, temp3=34.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:51:50.336   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=871, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628131D4550, voltage=3736, quantity=45, warningcode=0, sensornum=3, temp1=35.68, temp2=35.56, temp3=34.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:51:50.338   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=871, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628131D4550, voltage=3736, quantity=45, warningcode=0, sensornum=3, temp1=35.68, temp2=35.56, temp3=34.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:19.542   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62812383A50, voltage=3778, quantity=50, warningcode=0, sensornum=3, temp1=20.31, temp2=20.56, temp3=20.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:19.576   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62812383A50, voltage=3778, quantity=50, warningcode=0, sensornum=3, temp1=20.31, temp2=20.56, temp3=20.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:19.577   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62812383A50, voltage=3778, quantity=50, warningcode=0, sensornum=3, temp1=20.31, temp2=20.56, temp3=20.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:30.411   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=70, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815532750, voltage=3772, quantity=49, warningcode=0, sensornum=3, temp1=34.43, temp2=34.56, temp3=33.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:30.425   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=874, rssi=70, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815532750, voltage=3772, quantity=49, warningcode=0, sensornum=3, temp1=34.43, temp2=34.56, temp3=33.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:30.434   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=874, rssi=70, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815532750, voltage=3772, quantity=49, warningcode=0, sensornum=3, temp1=34.43, temp2=34.56, temp3=33.31, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:39.210   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F511550, voltage=3800, quantity=52, warningcode=0, sensornum=3, temp1=21.18, temp2=21.0, temp3=23.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:39.215   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F511550, voltage=3800, quantity=52, warningcode=0, sensornum=3, temp1=21.18, temp2=21.0, temp3=23.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:39.216   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F511550, voltage=3800, quantity=52, warningcode=0, sensornum=3, temp1=21.18, temp2=21.0, temp3=23.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:39.323   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F511550, voltage=3800, quantity=52, warningcode=0, sensornum=3, temp1=21.18, temp2=21.0, temp3=23.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:49.016   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=841, rssi=89, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628130B4050, voltage=3788, quantity=51, warningcode=0, sensornum=3, temp1=31.18, temp2=32.5, temp3=32.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:49.030   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=841, rssi=89, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628130B4050, voltage=3788, quantity=51, warningcode=0, sensornum=3, temp1=31.18, temp2=32.5, temp3=32.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:49.031   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=841, rssi=89, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628130B4050, voltage=3788, quantity=51, warningcode=0, sensornum=3, temp1=31.18, temp2=32.5, temp3=32.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:52.213   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=841, rssi=89, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628130B4050, voltage=3788, quantity=51, warningcode=0, sensornum=3, temp1=31.18, temp2=32.5, temp3=32.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:55.321   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=841, rssi=89, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628130B4050, voltage=3788, quantity=51, warningcode=0, sensornum=3, temp1=31.18, temp2=32.5, temp3=32.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:52:55.333   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=841, rssi=89, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628130B4050, voltage=3788, quantity=51, warningcode=0, sensornum=3, temp1=31.18, temp2=32.5, temp3=32.43, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:53:02.763   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=874, rssi=95, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E141750, voltage=3796, quantity=52, warningcode=0, sensornum=3, temp1=37.37, temp2=36.43, temp3=36.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:53:02.846   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=874, rssi=95, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E141750, voltage=3796, quantity=52, warningcode=0, sensornum=3, temp1=37.37, temp2=36.43, temp3=36.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:53:02.852   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=95, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E141750, voltage=3796, quantity=52, warningcode=0, sensornum=3, temp1=37.37, temp2=36.43, temp3=36.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:55:19.897   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=98, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F571850, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=34.56, temp2=33.37, temp3=32.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:55:19.912   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=874, rssi=98, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F571850, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=34.56, temp2=33.37, temp3=32.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:55:19.918   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=874, rssi=98, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F571850, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=34.56, temp2=33.37, temp3=32.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:55:19.920   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=874, rssi=98, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F571850, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=34.56, temp2=33.37, temp3=32.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:55:41.920   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=406, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62810414750, voltage=3764, quantity=48, warningcode=0, sensornum=3, temp1=34.87, temp2=34.75, temp3=33.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:55:41.928   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=406, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62810414750, voltage=3764, quantity=48, warningcode=0, sensornum=3, temp1=34.87, temp2=34.75, temp3=33.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:55:41.943   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=406, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62810414750, voltage=3764, quantity=48, warningcode=0, sensornum=3, temp1=34.87, temp2=34.75, temp3=33.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-16:55:41.950   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=406, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62810414750, voltage=3764, quantity=48, warningcode=0, sensornum=3, temp1=34.87, temp2=34.75, temp3=33.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:00:02.773   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=871, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628101A4650, voltage=3748, quantity=46, warningcode=0, sensornum=3, temp1=34.06, temp2=34.37, temp3=34.06, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:00:02.788   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=871, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628101A4650, voltage=3748, quantity=46, warningcode=0, sensornum=3, temp1=34.06, temp2=34.37, temp3=34.06, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:00:02.788   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=871, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628101A4650, voltage=3748, quantity=46, warningcode=0, sensornum=3, temp1=34.06, temp2=34.37, temp3=34.06, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:00:02.789   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=871, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628101A4650, voltage=3748, quantity=46, warningcode=0, sensornum=3, temp1=34.06, temp2=34.37, temp3=34.06, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:00:55.629   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=843, rssi=98, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815652950, voltage=3768, quantity=49, warningcode=0, sensornum=3, temp1=36.25, temp2=35.18, temp3=34.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:00:55.651   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=843, rssi=98, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815652950, voltage=3768, quantity=49, warningcode=0, sensornum=3, temp1=36.25, temp2=35.18, temp3=34.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:00:56.988   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=843, rssi=98, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815652950, voltage=3768, quantity=49, warningcode=0, sensornum=3, temp1=36.25, temp2=35.18, temp3=34.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:01:14.463   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815622650, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=36.62, temp2=37.31, temp3=35.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:01:14.474   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815622650, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=36.62, temp2=37.31, temp3=35.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:01:14.483   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815622650, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=36.62, temp2=37.31, temp3=35.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:01:14.495   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=874, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815622650, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=36.62, temp2=37.31, temp3=35.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:01:40.892   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F441B50, voltage=3768, quantity=48, warningcode=0, sensornum=3, temp1=35.56, temp2=35.25, temp3=33.81, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:01:40.901   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=874, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F441B50, voltage=3768, quantity=48, warningcode=0, sensornum=3, temp1=35.56, temp2=35.25, temp3=33.81, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:01:40.907   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=874, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F441B50, voltage=3768, quantity=48, warningcode=0, sensornum=3, temp1=35.56, temp2=35.25, temp3=33.81, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:01:40.914   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=874, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F441B50, voltage=3768, quantity=48, warningcode=0, sensornum=3, temp1=35.56, temp2=35.25, temp3=33.81, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:01:43.505   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62818093150, voltage=3780, quantity=50, warningcode=0, sensornum=3, temp1=27.56, temp2=26.75, temp3=28.87, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:01:43.519   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=874, rssi=1, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62818093150, voltage=3780, quantity=50, warningcode=0, sensornum=3, temp1=27.56, temp2=26.75, temp3=28.87, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:02:13.416   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=672, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815412A50, voltage=3762, quantity=48, warningcode=0, sensornum=3, temp1=30.81, temp2=29.68, temp3=31.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:02:13.439   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=672, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815412A50, voltage=3762, quantity=48, warningcode=0, sensornum=3, temp1=30.81, temp2=29.68, temp3=31.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:02:13.446   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=672, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815412A50, voltage=3762, quantity=48, warningcode=0, sensornum=3, temp1=30.81, temp2=29.68, temp3=31.75, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:02:23.580   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=874, rssi=94, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628150D2450, voltage=3742, quantity=46, warningcode=0, sensornum=3, temp1=22.81, temp2=22.37, temp3=22.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/20/-17:02:23.596   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=874, rssi=94, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628150D2450, voltage=3742, quantity=46, warningcode=0, sensornum=3, temp1=22.81, temp2=22.37, temp3=22.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
