2023-07/21/-09:28:57.251   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=543, rssi=79, frequency=582, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F321C50, voltage=3760, quantity=48, warningcode=0, sensornum=3, temp1=36.0, temp2=35.75, temp3=33.12, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:22:57.548   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=596, rssi=79, frequency=680, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F0C1A50, voltage=3758, quantity=48, warningcode=0, sensornum=3, temp1=20.56, temp2=20.75, temp3=20.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:23:30.140   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=849, rssi=77, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F385450, voltage=3746, quantity=46, warningcode=0, sensornum=3, temp1=35.62, temp2=34.68, temp3=33.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:23:30.147   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=849, rssi=77, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F385450, voltage=3746, quantity=46, warningcode=0, sensornum=3, temp1=35.62, temp2=34.68, temp3=33.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:23:30.151   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=849, rssi=77, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F385450, voltage=3746, quantity=46, warningcode=0, sensornum=3, temp1=35.62, temp2=34.68, temp3=33.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:26.087   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=845, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628100E4150, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=21.56, temp2=20.5, temp3=22.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:26.099   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=845, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628100E4150, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=21.56, temp2=20.5, temp3=22.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:26.100   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=845, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628100E4150, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=21.56, temp2=20.5, temp3=22.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:26.101   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=845, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628100E4150, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=21.56, temp2=20.5, temp3=22.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:26.288   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=845, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628100E4150, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=21.56, temp2=20.5, temp3=22.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:26.305   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=845, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628100E4150, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=21.56, temp2=20.5, temp3=22.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:26.338   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=845, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628100E4150, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=21.56, temp2=20.5, temp3=22.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:26.341   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=845, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628100E4150, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=21.56, temp2=20.5, temp3=22.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:59.118   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=848, rssi=66, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815501D50, voltage=3782, quantity=50, warningcode=0, sensornum=3, temp1=35.56, temp2=35.93, temp3=35.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:59.120   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=848, rssi=66, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815501D50, voltage=3782, quantity=50, warningcode=0, sensornum=3, temp1=35.56, temp2=35.93, temp3=35.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:59.182   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=848, rssi=66, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815501D50, voltage=3782, quantity=50, warningcode=0, sensornum=3, temp1=35.56, temp2=35.93, temp3=35.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:26:59.209   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=848, rssi=66, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815501D50, voltage=3782, quantity=50, warningcode=0, sensornum=3, temp1=35.56, temp2=35.93, temp3=35.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:28:31.611   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=849, rssi=89, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E2A1A50, voltage=3736, quantity=45, warningcode=0, sensornum=3, temp1=33.0, temp2=33.87, temp3=33.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:28:31.621   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=849, rssi=89, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E2A1A50, voltage=3736, quantity=45, warningcode=0, sensornum=3, temp1=33.0, temp2=33.87, temp3=33.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:28:31.622   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=849, rssi=89, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E2A1A50, voltage=3736, quantity=45, warningcode=0, sensornum=3, temp1=33.0, temp2=33.87, temp3=33.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:28:31.624   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=849, rssi=89, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280E2A1A50, voltage=3736, quantity=45, warningcode=0, sensornum=3, temp1=33.0, temp2=33.87, temp3=33.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:29:17.103   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=407, rssi=94, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813574350, voltage=3744, quantity=46, warningcode=0, sensornum=3, temp1=34.31, temp2=34.81, temp3=33.87, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:29:17.106   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=407, rssi=94, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813574350, voltage=3744, quantity=46, warningcode=0, sensornum=3, temp1=34.31, temp2=34.81, temp3=33.87, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:29:34.752   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=284, rssi=96, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815473E50, voltage=3756, quantity=47, warningcode=0, sensornum=3, temp1=28.0, temp2=30.37, temp3=33.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:29:34.766   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=284, rssi=96, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815473E50, voltage=3756, quantity=47, warningcode=0, sensornum=3, temp1=28.0, temp2=30.37, temp3=33.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:29:34.780   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=284, rssi=96, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815473E50, voltage=3756, quantity=47, warningcode=0, sensornum=3, temp1=28.0, temp2=30.37, temp3=33.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:29:34.799   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=284, rssi=96, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815473E50, voltage=3756, quantity=47, warningcode=0, sensornum=3, temp1=28.0, temp2=30.37, temp3=33.5, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:33:38.538   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=849, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815342850, voltage=3740, quantity=45, warningcode=0, sensornum=3, temp1=20.81, temp2=21.68, temp3=26.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:33:38.550   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=849, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815342850, voltage=3740, quantity=45, warningcode=0, sensornum=3, temp1=20.81, temp2=21.68, temp3=26.25, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:33:52.645   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=222, rssi=77, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F2D1D50, voltage=3780, quantity=50, warningcode=0, sensornum=3, temp1=36.43, temp2=36.68, temp3=36.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:33:52.646   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=222, rssi=77, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F2D1D50, voltage=3780, quantity=50, warningcode=0, sensornum=3, temp1=36.43, temp2=36.68, temp3=36.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:33:52.655   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=222, rssi=77, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F2D1D50, voltage=3780, quantity=50, warningcode=0, sensornum=3, temp1=36.43, temp2=36.68, temp3=36.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-10:33:52.687   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=222, rssi=77, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F2D1D50, voltage=3780, quantity=50, warningcode=0, sensornum=3, temp1=36.43, temp2=36.68, temp3=36.62, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-11:23:41.195   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=356, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628134D3C50, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=22.5, temp2=20.81, temp3=22.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-11:23:41.207   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=356, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628134D3C50, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=22.5, temp2=20.81, temp3=22.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-11:23:41.210   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=356, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628134D3C50, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=22.5, temp2=20.81, temp3=22.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-11:23:41.221   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=356, rssi=11, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A628134D3C50, voltage=3784, quantity=50, warningcode=0, sensornum=3, temp1=22.5, temp2=20.81, temp3=22.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-11:43:08.248   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=848, rssi=83, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813654150, voltage=3762, quantity=48, warningcode=0, sensornum=3, temp1=36.31, temp2=35.5, temp3=34.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-11:43:08.261   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=848, rssi=83, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813654150, voltage=3762, quantity=48, warningcode=0, sensornum=3, temp1=36.31, temp2=35.5, temp3=34.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-11:43:08.261   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=848, rssi=83, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813654150, voltage=3762, quantity=48, warningcode=0, sensornum=3, temp1=36.31, temp2=35.5, temp3=34.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-11:43:08.263   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=848, rssi=83, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62813654150, voltage=3762, quantity=48, warningcode=0, sensornum=3, temp1=36.31, temp2=35.5, temp3=34.0, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=null)
2023-07/21/-12:02:08.888   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=0, rssi=94, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815632350, voltage=3768, quantity=49, warningcode=0, sensornum=3, temp1=25.62, temp2=24.62, temp3=23.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:08.884)
2023-07/21/-12:02:08.901   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=0, rssi=94, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815632350, voltage=3768, quantity=49, warningcode=0, sensornum=3, temp1=25.62, temp2=24.62, temp3=23.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:08.888)
2023-07/21/-12:02:08.901   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=0, rssi=94, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815632350, voltage=3768, quantity=49, warningcode=0, sensornum=3, temp1=25.62, temp2=24.62, temp3=23.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:08.901)
2023-07/21/-12:02:08.903   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=0, rssi=94, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815632350, voltage=3768, quantity=49, warningcode=0, sensornum=3, temp1=25.62, temp2=24.62, temp3=23.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:08.902)
2023-07/21/-12:02:11.642   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=850, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815642E50, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=35.62, temp2=35.06, temp3=34.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:11.641)
2023-07/21/-12:02:11.643   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=850, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815642E50, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=35.62, temp2=35.06, temp3=34.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:11.643)
2023-07/21/-12:02:11.645   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=850, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815642E50, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=35.62, temp2=35.06, temp3=34.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:11.644)
2023-07/21/-12:02:11.650   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=850, rssi=10, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A62815642E50, voltage=3774, quantity=49, warningcode=0, sensornum=3, temp1=35.62, temp2=35.06, temp3=34.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:11.650)
2023-07/21/-12:02:58.647   INFO  DecodeLogger - LCX/JCReceive/869298058785379 Device(imei=869298058785379, imsi=869298058785379, flag=32, type=1, datanum=850, rssi=88, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F2C1650, voltage=3762, quantity=48, warningcode=0, sensornum=3, temp1=32.62, temp2=33.06, temp3=33.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:58.646)
2023-07/21/-12:02:58.657   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=850, rssi=88, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F2C1650, voltage=3762, quantity=48, warningcode=0, sensornum=3, temp1=32.62, temp2=33.06, temp3=33.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:58.657)
2023-07/21/-12:02:58.668   INFO  DecodeLogger - LCX/JCReceive/869298058767708 Device(imei=869298058767708, imsi=869298058767708, flag=32, type=1, datanum=850, rssi=88, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F2C1650, voltage=3762, quantity=48, warningcode=0, sensornum=3, temp1=32.62, temp2=33.06, temp3=33.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:58.668)
2023-07/21/-12:02:58.671   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=850, rssi=88, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F2C1650, voltage=3762, quantity=48, warningcode=0, sensornum=3, temp1=32.62, temp2=33.06, temp3=33.18, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:02:58.670)
2023-07/21/-12:03:38.023   INFO  DecodeLogger - LCX/JCReceive/869298058810193 Device(imei=869298058810193, imsi=869298058810193, flag=32, type=1, datanum=264, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F3E4F50, voltage=3778, quantity=50, warningcode=0, sensornum=3, temp1=21.81, temp2=20.12, temp3=19.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:03:38.022)
2023-07/21/-12:03:38.031   INFO  DecodeLogger - LCX/JCReceive/869298058797929 Device(imei=869298058797929, imsi=869298058797929, flag=32, type=1, datanum=264, rssi=85, frequency=480, cellarsn=99999, gunsn=null, mac=AAAAAAAA0176A6280F3E4F50, voltage=3778, quantity=50, warningcode=0, sensornum=3, temp1=21.81, temp2=20.12, temp3=19.37, temp=0.0, humidity=0.0, o2=0.0, co2=0.0, h2s=0.0, pressure=0.0, liquidLevel=0.0, version=A3, createTime=2023-07-21T12:03:38.031)
